Geo Point,UBIGEO
"-15.3754193589, -74.761575882",40305
"-16.4066583008, -71.5384599628",40101
"-16.4314916205, -71.5234728719",40129
"-16.3564682595, -71.4712785484",40110
"-16.4211688162, -71.5762454264",40117
"-16.3753846595, -71.4628775811",40109
"-12.9564943085, -73.7127241806",50510
"-12.3394762243, -74.3830529603",50411
"-12.2985421141, -74.632737396",90720
"-13.6388531112, -72.618119497",30104
"-13.5061170441, -73.519602034",30605
"-13.5360409241, -73.1296954785",30208
"-5.06634599831, -79.7928096834",200403
"-4.93063187194, -81.070948164",200504
"-4.83748470194, -80.9626269064",200506
"-4.63696247634, -80.0053225078",200207
"-4.63834892157, -79.8466698559",200205
"-4.70385183458, -81.1081841876",200703
"-4.41997300876, -80.5027420299",200604
"-4.19472499401, -81.0642458366",200705
"-4.88971907622, -80.6742778523",200602
"-18.200022024, -70.439070857",230111
"-13.3977055072, -73.5550431331",30610
"-13.4555818751, -73.6173530838",30609
"-9.70773582739, -75.9384503146",100113
"-8.78967676119, -76.5085787007",100705
"-6.23089865274, -78.5697005396",60605
"-10.9651985476, -70.6499133676",170301
"-13.390153205, -73.7913938414",30611
"-15.4062287245, -70.126418743",211105
"-16.8574696329, -71.8789015674",40701
"-16.9288442787, -71.5994381456",40702
"-16.4577417634, -71.3828596752",40105
"-16.8357920768, -69.8551974581",210504
"-16.6041509892, -69.3988758198",210403
"-16.5526539674, -69.6334709914",210505
"-16.4945984479, -69.1779468898",210407
"-15.8909246186, -69.8785815126",210106
"-15.3110583268, -70.2364695987",210703
"-15.2406972187, -70.177700049",210202
"-15.3028251054, -70.0943279157",210205
"-14.5743396861, -70.812019055",210808
"-15.8807948715, -70.4086170309",210109
"-15.6014592828, -70.7845536722",210709
"-15.6216182916, -69.9977989401",210108
"-15.4675470466, -70.704755779",210707
"-15.4409193841, -69.9896661145",210605
"-15.1380059271, -69.6095026766",210608
"-15.1062775949, -69.9519675384",210206
"-15.0834053039, -70.2503520108",210214
"-15.0794683273, -70.4505278241",210708
"-15.0007969979, -70.1261890851",210213
"-14.8785770145, -70.7489853412",210809
"-14.8900964628, -70.894259258",210803
"-14.4164363286, -70.0921890471",210209
"-14.3546463527, -70.3841406313",210802
"-14.3363833156, -69.9289143537",210306
"-14.1407754622, -69.9383078577",210310
"-15.4268291382, -71.9360122562",40516
"-8.26344854159, -78.0048510025",21508
"-8.44606921561, -78.0555682742",21511
"-8.79036938394, -77.506526265",21601
"-9.21658783702, -76.6443863877",100505
"-8.60481772776, -77.1730563708",100701
"-8.76878638235, -77.1480333293",100703
"-11.1276234934, -75.625730678",120704
"-11.0327769775, -75.3564454947",120301
"-9.21843039554, -77.0417404197",20306
"-9.20558144115, -77.3975983531",20401
"-9.0972086181, -77.4057477414",20402
"-9.09716346082, -77.2909615375",20701
"-10.4401570339, -77.3586725964",21410
"-10.1080370429, -77.5874870379",21705
"-10.0940830462, -77.3732343815",21707
"-9.17748905047, -77.7589653745",22004
"-9.31686585435, -77.9490314419",22005
"-9.16010158857, -77.696672033",22006
"-9.34444504167, -77.7894985426",22007
"-8.78792491524, -77.917483655",21202
"-9.03006908047, -77.8765824905",21203
"-8.95802825536, -77.8909653575",21205
"-9.00766532178, -77.2564353652",20703
"-8.90867113616, -77.7225718533",21208
"-8.84639792088, -77.9524953582",21209
"-8.88606625771, -77.2203437719",21303
"-8.96748087862, -77.4563733684",21306
"-8.9251518982, -77.4451790178",21307
"-9.34392930975, -77.4330014266",20608
"-9.15442304448, -77.5647185946",20609
"-9.25893942466, -77.6617969165",20610
"-9.40408339387, -77.6309279603",20611
"-9.2525110462, -76.9046714136",21002
"-10.3806157817, -77.3644246601",21401
"-10.5183039104, -77.3394575181",21402
"-8.25811106235, -77.730644417",21503
"-8.33456846525, -77.9455976995",21505
"-8.51561783077, -78.0302880083",21507
"-8.99221168172, -78.6092543544",21808
"-8.30020855434, -77.5607496401",21902
"-8.51213439454, -77.5300543845",21906
"-8.4547968178, -77.6960311883",21908
"-8.67163720616, -77.6204767713",21909
"-8.63053217839, -77.5292840102",21910
"-10.7823114482, -77.2677578441",150802
"-10.6216407015, -76.9919108709",150303
"-6.95042145952, -79.8469587491",140104
"-6.11808214887, -78.677110912",60613
"-6.57058099467, -78.1870583055",60302
"-6.3379655014, -78.5758046282",60402
"-6.48302789809, -78.852258717",60407
"-6.80427802477, -78.7338456811",61104
"-6.66400913929, -78.8097223663",61302
"-5.09655267717, -78.7152958853",60903
"-4.9160655277, -78.8318716783",60906
"-5.62569047241, -79.3124293881",60809
"-5.87540999205, -79.1950256453",60807
"-5.90106080464, -78.9794548085",60804
"-5.92462140992, -78.7734447675",60603
"-3.67174512185, -80.566401069",240103
"-3.85174908373, -80.3563580213",240104
"-3.65859091179, -80.3629188787",240106
"-4.03383469299, -80.6592750152",240202
"-3.76762693916, -80.2285396051",240303
"-6.10633982742, -78.8414459472",60611
"-6.37006436027, -78.369042241",60406
"-6.53901769924, -79.1729058718",60411
"-6.35782734707, -79.302636843",60412
"-6.53392707869, -78.3980786556",60413
"-6.35221588311, -79.0929447328",60415
"-6.48436432649, -79.2455186799",60416
"-6.62091657124, -78.8593791755",61305
"-12.0510554271, -77.0490377322",150101
"-12.1207933935, -77.029088411",150122
"-12.094578172, -77.0670147948",150120
"-12.0741048546, -76.9972984501",150134
"-12.0432355795, -76.9632530075",150137
"-12.113401365, -77.0129895952",150141
"-12.0591441086, -77.0506366491",150105
"-11.8048866225, -77.1633216574",150139
"-9.95024018022, -76.1882250577",100102
"-9.95581951073, -76.4401437409",100110
"-9.86924038882, -76.4208060586",100106
"-9.69197519133, -76.8307409015",100313
"-10.2989322934, -76.6375886988",101007
"-9.7146604233, -76.7315347228",100323
"-10.0632365433, -76.533190075",100105
"-10.0486841217, -76.2095943187",100204
"-10.3323901146, -76.2873313638",100206
"-10.0648743569, -76.179146461",100208
"-9.90789170784, -76.794695203",100301
"-9.99639121016, -76.0580774597",100803
"-9.80806957777, -76.551288",101101
"-9.44963078606, -76.8710373798",100506
"-9.63436383712, -75.466538627",100902
"-8.8474179221, -77.1077572219",100402
"-9.09757428466, -76.6263911934",100403
"-8.65813363523, -76.7410476515",100702
"-7.04088986964, -75.2998309838",160602
"-13.5981914718, -73.3092908354",30209
"-14.2377216725, -72.0146323972",80704
"-14.4623482549, -72.2364913159",80706
"-14.377230649, -72.20523904",80707
"-14.5523439571, -71.2911718037",80503
"-14.3853401139, -71.297401955",80504
"-14.1510113576, -71.5270523507",80508
"-14.0470703961, -71.5064659199",80202
"-14.1006161453, -71.4789411182",80204
"-14.6507969563, -72.2087068926",80701
"-15.2600285673, -73.4594917988",50810
"-15.2235445028, -73.1961324499",50809
"-15.2057222973, -73.4523132494",50807
"-15.0482095663, -73.294388259",50808
"-15.0917259549, -73.3791588848",50805
"-13.983270638, -73.7177638451",50909
"-11.2473324616, -76.8638324598",150607
"-11.2929704853, -76.7675034402",150609
"-11.1470187688, -76.565521864",150610
"-13.0090798952, -75.8255631793",151005
"-12.3558660955, -75.8816401211",151007
"-12.3542954885, -76.1905988691",151013
"-12.0903650262, -75.8348001802",151014
"-12.5130680574, -75.7040784211",151016
"-12.3844900747, -75.6761913065",151018
"-12.2346418584, -75.8892158711",151021
"-12.4763030587, -76.2507971969",151022
"-12.350638163, -76.2843173931",151025
"-12.4929832418, -76.1860933548",151027
"-12.1695386885, -75.8574205408",151033
"-11.8791549153, -77.1308743343",70106
"-13.5332168199, -71.9257622562",80105
"-12.0428211724, -77.0904943627",70103
"-12.0165350529, -77.1216292343",70101
"-12.0599997107, -77.1099461813",70102
"-13.4268898548, -76.1628427518",110210
"-13.2584552805, -76.0888847039",110207
"-12.1578203594, -76.9665238387",150133
"-12.1272261836, -76.9845188056",150140
"-12.2191748891, -76.9454413141",150142
"-12.0401247629, -76.9875419285",150111
"-11.9725186497, -77.0743776898",150117
"-8.60481091012, -78.0468558962",20903
"-8.52329393141, -77.788932889",20904
"-8.67811811655, -77.8929930522",20905
"-8.62509127261, -77.8471517063",20906
"-7.14250504659, -78.6540285153",60103
"-7.45302907943, -78.5168652403",60104
"-9.46782596002, -77.236165398",21008
"-9.33162017893, -77.0925373699",21009
"-9.35563066576, -77.0627108313",21012
"-9.62815176877, -77.0918966411",21014
"-9.98584840704, -77.6922724761",21102
"-9.14870738569, -77.8187221299",21207
"-9.13932843531, -77.0074396115",20304
"-9.96578785047, -77.1309659823",20504
"-9.9171830208, -76.9438141392",20508
"-9.29003360601, -77.6100098164",20602
"-9.6367724866, -77.7178843311",20107
"-9.80759299596, -77.7961470719",20202
"-9.78608420493, -77.6787442097",20203
"-12.0709235313, -75.2860683614",120901
"-12.0355891727, -75.3426526418",120904
"-11.8456037368, -75.2486676757",120127
"-11.8206164063, -75.5406016524",120425
"-11.9149666048, -75.8000061399",120405
"-11.7656306034, -75.6187190606",120411
"-11.7749638823, -75.3646619659",120417
"-11.7684415021, -75.6691602404",120406
"-11.7246231849, -75.8212406971",120802
"-11.7096217454, -76.0981386542",120810
"-11.5576036474, -75.9864540803",120808
"-11.4555534773, -75.758776679",120701
"-11.4401201002, -75.9922732878",120806
"-11.3609886074, -75.8226319944",120705
"-11.3491345086, -75.6568310225",120702
"-11.3171399905, -75.5051625897",120706
"-11.1795996637, -74.611853339",120601
"-11.1031720179, -74.6909678113",120607
"-11.2650184159, -75.2366029511",120306
"-11.1568008228, -75.4050893627",120305
"-11.0914165725, -76.1819948036",120503
"-12.8695687545, -76.3452769096",150512
"-11.3870831352, -77.1711049835",150601
"-11.501130715, -77.2918328739",150605
"-11.3943983984, -76.8554252626",150611
"-12.0615574025, -76.589121791",150702
"-11.8137060577, -76.5753035274",150703
"-12.0694576324, -76.2725738345",150709
"-11.8074226462, -76.9729546072",150106
"-12.4662357218, -76.7759877776",150124
"-12.3036242455, -76.7094313776",150127
"-13.9615496205, -73.9945561312",51005
"-14.9519808848, -73.3630283386",50704
"-14.9558839082, -74.3744848785",50614
"-14.7917832364, -74.254357644",50615
"-14.6539917726, -74.1864031541",50616
"-14.4921394958, -74.6602107444",50613
"-14.2497892187, -74.9405470271",50610
"-14.2835028608, -73.5895828157",50908
"-14.2141283396, -73.8646680262",50905
"-14.1547591268, -73.8344594533",50906
"-13.9948166143, -73.804827865",50901
"-14.0125910434, -73.6665905779",50907
"-13.8912379676, -73.7217603566",50904
"-13.8756565848, -73.8584707804",51106
"-13.7928460499, -73.9886787459",51006
"-13.6902848666, -74.4098400632",51011
"-13.9748258577, -71.7691440842",81008
"-13.6509176458, -71.9125903925",81009
"-13.9884937172, -71.8626466711",81002
"-14.2737793738, -71.4420438333",80501
"-13.8859747611, -71.4379171502",81206
"-14.1517620704, -71.087604398",80606
"-14.1587409775, -71.3922980184",80608
"-15.0878973485, -71.1389930982",80804
"-13.9735591222, -75.2344348193",90612
"-14.0232933757, -75.0348077061",90606
"-13.882865539, -74.8827239923",90608
"-13.7145860636, -75.3682604817",90602
"-14.3457037371, -75.1475705597",110403
"-13.7018097277, -76.1917790605",110501
"-14.4711962407, -75.2576989782",110404
"-14.1604108084, -75.6516622533",110105
"-13.3042985317, -74.0209562776",50102
"-13.1902248005, -74.142170345",50113
"-13.0747163693, -74.364178507",50111
"-13.3696552996, -72.2767056791",80305
"-13.4879086703, -72.1599767397",80301
"-13.3220609245, -71.8810882399",80403
"-13.3370025499, -72.1621854947",81305
"-13.5573960092, -71.8674559007",80104
"-13.1392818148, -71.7693107288",81103
"-12.3681386005, -73.8103484583",80910
"-12.8768105494, -72.7433729532",80901
"-11.7511334034, -72.858915351",80914
"-13.0509532201, -72.4732855991",80903
"-12.916321271, -72.362044284",80905
"-13.0535423557, -73.0511947147",80909
"-13.2014713868, -72.5001589221",81304
"-13.0450546371, -71.4635166227",81106
"-13.2449435867, -72.1312676042",81301
"-13.4616253687, -72.3222296759",80302
"-13.4635010934, -72.0553873294",80303
"-13.3062983049, -74.4564372217",50114
"-13.3463272252, -73.3926094654",50511
"-13.1686100137, -73.8660393351",50504
"-13.134562378, -74.2520881574",50101
"-13.1218897938, -74.2085638793",50115
"-13.1251121764, -74.3264205788",50109
"-13.0647122283, -73.6433485363",50502
"-12.9926547187, -74.1589467033",50403
"-12.983082879, -74.2182349367",50404
"-13.4030346434, -71.654226929",81104
"-13.4882146459, -71.7742028753",80406
"-13.6876748514, -71.2689613221",81210
"-13.5740903513, -71.7886511967",81211
"-13.4180643638, -75.409743609",90413
"-13.291887538, -75.4319934317",90409
"-13.1104847726, -75.511148576",90402
"-13.1265594929, -75.6213614214",90412
"-12.9566718213, -75.4427953379",90403
"-13.0881631737, -75.1311804883",90411
"-13.1037323336, -74.7375465522",90301
"-12.935057365, -74.8051840049",90304
"-12.8873240277, -74.7060385923",90302
"-12.8728792329, -74.4734204925",90204
"-12.9647997631, -74.6264649322",90307
"-12.9847678686, -74.3431904481",90305
"-12.8172812598, -74.6638479232",90203
"-12.3291868348, -75.0911053715",90710
"-12.2497805205, -74.7672026348",90713
"-12.1949066312, -74.7832200387",90714
"-12.1065071564, -74.7514406559",90715
"-12.7104979424, -74.3848767648",90501
"-12.4678263166, -74.7273932827",90719
"-12.6435331618, -74.5630534706",90502
"-13.5551913516, -75.6159107063",110502
"-12.1105172146, -75.204098057",120119
"-11.9933232138, -75.0712799669",120101
"-11.91246164, -75.3135151628",120201
"-11.8537364374, -75.2229562717",120122
"-11.8898986971, -75.3146271739",120212
"-12.019057661, -75.2875089972",120134
"-11.9679755353, -75.2441203769",120117
"-11.9553365487, -75.397079679",120202
"-12.3712238114, -75.2860890211",120120
"-12.4856577947, -75.4372524394",120108
"-12.2517931022, -75.1547028589",120113
"-12.1866998598, -75.2093509224",120116
"-12.2098289461, -75.2411322773",120111
"-9.02758249842, -78.6184519092",21803
"-5.91672489962, -78.6077074477",10703
"-4.84542432042, -77.9303731793",10401
"-6.80772633582, -77.9491658524",10103
"-6.80889724453, -77.7987070278",10110
"-6.57890315088, -77.7700023078",10113
"-6.62810622185, -77.7183779094",10115
"-6.55307936263, -77.5760311618",10605
"-6.43557136262, -77.5305643458",10604
"-6.42056600716, -77.8238173597",10112
"-6.40730433007, -78.0048091035",10507
"-6.37280613919, -77.4389577729",10601
"-6.49135071133, -77.4671568143",10611
"-6.31003152114, -78.0106389441",10504
"-6.30757148488, -78.2918478772",10515
"-6.30911425136, -77.746353803",10120
"-6.29796969244, -77.6771663575",10104
"-6.17597398124, -77.7964045295",10121
"-6.15614501127, -77.8749791774",10108
"-6.12653479808, -78.1911941394",10505
"-6.10816094252, -77.6854906461",10117
"-6.08063389808, -77.869171342",10311
"-10.7011694919, -76.2465887272",190101
"-10.5527119905, -76.2283152144",190108
"-10.4795738934, -76.3925463813",190202
"-10.3408711164, -76.4172799738",190204
"-8.35837550385, -76.3977378217",221005
"-8.27741636246, -76.5462363132",221001
"-7.65207120999, -76.80913945",220602
"-7.29432859863, -76.5686720517",220204
"-7.06444665135, -76.6565084575",220406
"-7.02649385047, -76.4956693111",220206
"-6.99155537959, -76.7058137942",220403
"-6.97850920087, -76.4288522797",220706
"-7.22679216013, -77.9681835688",61007
"-7.2983095532, -78.3666469179",60106
"-13.9895901153, -73.5509681907",30206
"-14.419368169, -73.0945034802",30403
"-14.3229723228, -72.9801581216",30307
"-14.2910555229, -72.6773356408",30713
"-14.2942553193, -73.2292836062",30401
"-14.2313252575, -73.1598036025",30417
"-14.1756497892, -72.6062424649",30709
"-14.2260594684, -72.7577387514",30707
"-14.3325663438, -73.3582653313",30412
"-14.1259572465, -72.6604436773",30710
"-14.2960428416, -73.4785255169",30210
"-14.1173718409, -72.7746262911",30701
"-14.0786462597, -72.6362339363",30712
"-14.139931374, -72.5746997389",30706
"-14.0962804988, -73.4920982347",30211
"-14.0979375293, -73.2440329586",30407
"-13.9974263879, -72.9912887467",30102
"-13.7847877077, -73.0317318137",30107
"-6.93951615063, -78.0694932067",60305
"-7.2563429841, -78.821664375",60502
"-7.32766242051, -78.863398427",60506
"-7.27531159475, -78.949852016",60507
"-6.9759116547, -79.1624872618",61102
"-6.89137200603, -78.7487037679",61107
"-7.00851773358, -79.2477747919",61108
"-7.08601213214, -78.7857843502",61201
"-6.98753855794, -78.6762048112",61204
"-8.11258569079, -79.0238590889",130101
"-8.00104630326, -79.0585452981",130104
"-8.25359293406, -78.8994037776",130109
"-7.9183695748, -78.8270851334",130110
"-7.66089880461, -79.0820681884",130201
"-7.80497700664, -79.0082235365",130202
"-7.72873706327, -79.3021664675",130205
"-7.84872760724, -78.582110437",130601
"-7.69045452769, -78.4517382508",130605
"-8.35330369503, -78.7352552612",131201
"-8.12796551154, -77.9808114883",131004
"-6.05696468023, -78.0935157786",10520
"-6.20719940523, -77.3342252094",10612
"-6.00459367434, -78.0458068791",10518
"-5.99638868782, -77.8790594036",10309
"-5.99613253802, -77.7432040507",10102
"-5.88374674985, -78.052089155",10310
"-5.82360433687, -77.9592017998",10306
"-5.81751877399, -77.8107241958",10304
"-5.71731096228, -78.6112459364",10704
"-5.62263826358, -78.4739696775",10204
"-5.38043114766, -78.4483373822",10202
"-6.38533315492, -74.7295113102",160505
"-6.32702643751, -73.7507104043",160508
"-3.78227309811, -73.4326314367",160101
"-4.27912451494, -73.1148146434",160103
"-4.27492211676, -75.4846662463",160305
"-3.6774966753, -70.8361347615",160401
"-3.4327117783, -71.9646746097",160402
"-4.47746309401, -72.0331143036",160403
"-5.75171282541, -73.344436466",160511
"-6.93193005102, -75.0943127098",160606
"-4.7275964226, -77.5185118696",160703
"-7.25928174968, -77.3215754538",220603
"-6.96930293716, -77.0432954389",220604
"-6.88883849625, -76.8737539605",220401
"-6.08890186407, -77.1000937024",220103
"-6.78342256111, -76.2689700507",220704
"-6.81743258632, -76.1286175266",220710
"-6.61165135243, -76.7202348532",220301
"-6.62125836355, -76.3506792743",220908
"-6.47725901212, -76.2722677194",220909
"-6.50804787426, -76.4169957393",220910
"-6.39906025283, -76.5260419804",220501
"-6.40813284213, -76.5778508165",220509
"-6.38865034392, -76.6552378213",220510
"-6.31131377602, -76.7729484432",220502
"-6.27274273165, -77.0541424984",220105
"-6.15775119087, -76.712942475",220506
"-6.20374626467, -76.538562369",220508
"-5.76832541083, -77.1699048002",220101
"-5.74870712093, -77.6341466575",220805
"-6.12741096746, -78.9309468464",60602
"-12.2616369343, -76.3653202996",150713
"-11.9140806003, -76.5014098037",150717
"-11.718968603, -76.4690906614",150719
"-11.8197846868, -76.2189828479",150722
"-12.0867091501, -76.1966380546",150725
"-11.9780616838, -76.5284597245",150730
"-12.7664935936, -75.6728381105",151012
"-12.6902905293, -75.7360981401",151031
"-12.8875592348, -75.7704274289",151032
"-11.3464536297, -76.7610537145",150603
"-6.58558501491, -79.0363568143",61309
"-6.73982967053, -79.8425872766",140105
"-6.23120472577, -79.3871260586",140203
"-6.71639249456, -79.7725775674",140111
"-6.79943333042, -79.9035375985",140112
"-6.7817538872, -79.7590375825",140118
"-6.79462920259, -79.5137262547",140119
"-6.62050180317, -79.7911632795",140201
"-6.62989787975, -79.8244314908",140206
"-6.67395784729, -79.9328976163",140301
"-6.5628193315, -79.8875151121",140305
"-6.76605963038, -79.9369149137",140311
"-6.50330862013, -79.8762753274",140312
"-6.68551917642, -78.7076814974",60702
"-4.83829981961, -80.6832530866",200608
"-5.91946876249, -80.6604774584",200801
"-5.30899082575, -80.7625713371",200109
"-13.7440844282, -75.8179854907",110503
"-13.6468601048, -76.0129967547",110504
"-17.3837602711, -70.5709798071",230302
"-17.8035161755, -70.9329951453",230303
"-17.2292211754, -71.0612372747",180101
"-17.1566784516, -70.8526004078",180104
"-16.6633973295, -70.6446532952",180105
"-16.9981190442, -70.7383213374",180106
"-16.6466473274, -70.9629954573",180201
"-16.4570196196, -70.5712518191",180202
"-16.1882307942, -70.4947181066",180204
"-17.9570154522, -70.6676980665",230109
"-17.0419322251, -70.2478566082",230201
"-17.3941320557, -70.333878019",230204
"-17.8333560868, -70.278895919",230102
"-7.35019744094, -79.5470908418",130703
"-7.36981082284, -79.3856709871",130705
"-8.12440738373, -77.3827555524",130802
"-8.16083270321, -77.520896839",130803
"-8.43914776739, -77.2681947173",130804
"-7.57668497424, -79.1949417302",130208
"-7.5615634866, -77.5975524238",130303
"-7.05649072848, -77.9101186427",130304
"-7.15323377282, -77.8505971104",130306
"-8.03289551674, -78.6362747403",130611
"-7.48357163078, -79.4048785917",130701
"-8.5598939499, -78.5064136854",131202
"-7.82673345932, -78.0460792301",130901
"-8.34914027599, -78.2446123387",131001
"-10.5861738861, -73.4365950838",250201
"-9.97143690744, -73.8269401957",250203
"-9.44298791367, -74.1372239891",250103
"-8.82493349566, -75.0479831451",250305
"-8.95050762848, -75.2799078205",250302
"-8.9559122942, -73.6865428213",250104
"-8.6413014233, -75.0490320513",250304
"-8.53843086463, -74.5091638823",250107
"-7.9650521055, -74.1601912672",250101
"-7.32915847054, -78.1712484047",61001
"-6.91989554313, -78.1587747201",60306
"-12.5479207965, -74.9353060404",90111
"-10.2469428869, -77.4107731566",20510
"-15.6163735273, -72.5669024362",40414
"-15.6746396599, -71.9594109174",40503
"-16.0530327788, -73.5382776399",40303
"-15.5406472544, -73.4317580367",40306
"-15.824856479, -73.9451650806",40308
"-16.6419870027, -71.3574226988",40114
"-5.04853532606, -80.7884238509",200606
"-4.82550387478, -80.5461528069",200601
"-5.06546281377, -80.9131599039",200505
"-16.2930857115, -69.1805682336",211304
"-16.0958288275, -69.5086229084",210503
"-16.08027615, -70.3023604225",210113
"-16.2402084124, -69.6780856122",210501
"-14.7379204786, -71.2226636837",80808
"-13.9217602249, -75.875777144",110108
"-13.8820628417, -75.6124134639",110109
"-13.4657228107, -72.2466193703",80309
"-13.5643066449, -71.6764485333",81102
"-12.912033641, -74.2114537189",50401
"-12.5314939118, -74.3053631401",50402
"-12.603824201, -73.9964474994",50407
"-13.2393806683, -73.8910041281",50506
"-12.1771180917, -74.5039738402",90718
"-12.0566576972, -74.5458128707",90707
"-12.4126821799, -75.0117600365",90702
"-13.6535442795, -75.3927504042",90601
"-13.5386390085, -75.4060134827",90609
"-13.409545632, -74.9462022248",90607
"-14.0246553019, -73.3137272468",30416
"-2.99371921116, -73.7521533435",160106
"-5.73762657304, -76.586618181",160202
"-5.03894572276, -74.8635630456",160302
"-3.19632349973, -75.8368781523",160304
"-2.46882935763, -72.7839101588",160801
"-1.38887984302, -74.8928947375",160110
"-3.81159848866, -73.211977827",160112
"-0.655314747835, -74.7316149785",160803
"-5.845879927, -76.1615819603",160201
"-5.78648012141, -79.3102148403",60810
"-17.6237011036, -70.0251115519",230403
"-9.70646496248, -77.4474301891",21701
"-9.16329120058, -78.1239712816",21805
"-9.99675481003, -76.3305286118",100107
"-13.6652521854, -73.1624793539",30207
"-13.5895653192, -72.0871067901",80102
"-10.1781712648, -77.1792370892",20501
"-11.5942167079, -75.3392730069",120418
"-11.6654986427, -75.0489858216",120206
"-11.632890512, -75.6891760158",120426
"-12.5133219675, -69.923348609",170104
"-12.003689757, -69.5393094694",170103
"-11.6796308722, -69.5319944305",170303
"-11.435093654, -69.6792725153",170302
"-12.4298170936, -76.6299425206",150505
"-13.7819471763, -75.2807748592",90611
"-6.93129391761, -79.370808932",140109
"-15.4830667533, -71.5976135152",40518
"-16.352850816, -72.2963698702",40520
"-16.0433802066, -72.7208598976",40601
"-15.8525307766, -72.8439524754",40602
"-15.4061671339, -72.6974434801",40607
"-15.7507677635, -72.4996836259",40411
"-5.02407797752, -79.3657181949",200303
"-15.0189301739, -69.7996162366",210603
"-15.0299953413, -70.3227287983",210207
"-13.4942259635, -74.2256614943",50203
"-13.5537107918, -74.0136910864",51108
"-13.4931307113, -74.4362054181",50202
"-5.83884192879, -78.4399998329",10701
"-10.5357745737, -76.4479921721",190208
"-10.5629051884, -76.5724465417",190201
"-10.6504221042, -75.3708211419",190301
"-10.6341978955, -75.1759141292",190307
"-10.3904930522, -75.6386673998",190303
"-10.1327185127, -75.5862719412",190305
"-11.0927777245, -77.6069515185",150805
"-12.7662258592, -75.7479684802",151006
"-11.4013131899, -76.5023985978",150404
"-8.52056708932, -74.8455071414",250102
"-8.16313254805, -75.0147672818",250106
"-5.64770489666, -78.3997567069",10203
"-15.3867619194, -74.9351417037",40311
"-15.6335217512, -74.4287684195",40313
"-16.0272374849, -72.5682329026",40401
"-16.0124011753, -72.3681869262",40407
"-7.03804176283, -79.0033169689",61105
"-6.9267153943, -79.1314315422",61109
"-6.82375627951, -79.8611471889",140106
"-6.88714215924, -79.6379965943",140115
"-10.7776031546, -76.9271501653",150902
"-10.8571667568, -77.0466439971",150905
"-10.2032437486, -77.4998683094",20503
"-10.3018661213, -77.1062888668",20511
"-10.2389241417, -77.0034119283",20513
