Geo Point,UBIGEO
"-10.291529226, -77.2098536041",20514
"-8.50803281313, -77.8834851725",20902
"-15.7570886661, -72.3831463038",40412
"-16.0064310514, -71.8279663222",40508
"-15.5861916615, -71.7053082813",40509
"-17.0357349357, -71.878635287",40705
"-15.1674845618, -72.7118670538",40802
"-15.2108698297, -73.0487833429",40803
"-14.8749618619, -72.7614806463",40804
"-14.9895726042, -72.9302205529",40805
"-14.938960291, -72.5471817606",40806
"-15.521168422, -71.2484257961",40504
"-16.522827373, -72.1441211402",40121
"-16.46345039, -71.5989876399",40123
"-16.4609305368, -71.6905392643",40124
"-16.6135207969, -71.5498749868",40127
"-16.1309425275, -71.6063453715",40128
"-16.7007721947, -72.3519148668",40207
"-16.6013389241, -72.6524477123",40208
"-16.3044668084, -71.5765987972",40104
"-16.504079477, -71.4738453938",40111
"-16.4482624525, -71.4602312179",40116
"-16.4050588654, -72.1634222578",40118
"-16.3309616337, -71.4858577147",40102
"-16.4587024437, -71.5626129326",40107
"-16.394744811, -71.5504057829",40126
"-13.4888456903, -72.8140025603",30108
"-13.4760915864, -72.9752900614",30105
"-13.6275050761, -73.4530283229",30216
"-13.5442998268, -73.6692713985",30602
"-5.26448516576, -79.9250473328",200402
"-5.17202312492, -79.6648825663",200305
"-5.15272124881, -79.9983924445",200405
"-5.1565129803, -79.769535452",200410
"-5.12169600848, -80.1944091858",200401
"-5.13095183261, -80.5151818243",200104
"-5.16720016712, -81.0554208192",200501
"-4.78361672168, -79.9892945308",200208
"-4.72609173479, -80.604267508",200607
"-4.53182024478, -79.831694943",200203
"-4.573016962, -79.7775026481",200209
"-4.29150873186, -81.0801505268",200702
"-5.16138475781, -80.6965420141",200115
"-12.9094027307, -73.4779305856",80913
"-12.2359226038, -74.4578173305",90721
"-12.2023402195, -74.186567944",120609
"-12.1815832042, -74.9332818956",90722
"-8.56475989458, -76.0647641906",100607
"-8.88044017119, -76.3634448496",100704
"-13.2300068431, -73.5704051164",50505
"-12.3175709826, -74.8869536729",90723
"-8.98489679417, -75.9829686237",100610
"-9.13939647663, -75.8754019548",100603
"-15.8309182493, -71.0974879615",40514
"-16.7216020294, -69.2480154437",210404
"-16.6201516426, -69.080280321",210402
"-16.3713327492, -69.0730606944",211303
"-16.2246152065, -68.9654273344",211307
"-16.2359269856, -68.9969556439",211305
"-15.2760923938, -69.295634898",210903
"-15.9236809584, -70.2714316331",210114
"-15.678457107, -70.1570530429",210104
"-15.6428810396, -70.2798287142",211102
"-15.5615467828, -69.9237547185",210107
"-15.6404258384, -69.824473719",210105
"-15.4493046995, -69.4120435564",210902
"-15.3508017986, -69.4476079779",210901
"-15.2095105228, -69.4874290289",210606
"-15.1832084084, -69.8090212315",210601
"-15.2183559674, -70.2912183513",210704
"-15.2993211336, -70.6093869941",210706
"-15.1749602982, -70.6503483135",210710
"-15.0183872601, -69.9142547666",211003
"-15.0081757839, -69.3931766575",210602
"-14.9874655926, -70.9270808758",210804
"-14.9223738796, -70.383779598",210215
"-14.7091689826, -69.8344865325",211001
"-14.880957465, -70.1492220434",210201
"-14.7408064642, -70.3538221253",210204
"-14.711421394, -70.9321805843",210805
"-14.6924864998, -69.5049866843",211002
"-14.5226211907, -70.2566966143",210211
"-14.6911550235, -70.1786618256",210212
"-14.5238140748, -69.5576680055",211202
"-14.511449346, -69.240029523",211005
"-14.3311418177, -69.1270554713",211208
"-14.1939651607, -69.1004550262",211207
"-14.0678728626, -69.5850456844",211205
"-14.056176607, -70.4701527827",210301
"-13.9236343622, -70.7051543957",210305
"-13.829641524, -70.1160944731",210307
"-15.3617648919, -71.5459516885",40515
"-15.2126999111, -71.3922655803",40517
"-8.88971699109, -77.4662786742",21602
"-9.61397583259, -76.9032702213",100501
"-9.43721151329, -76.7550439021",100503
"-9.24065626312, -75.9532252684",100605
"-10.3289356316, -76.1263363825",100207
"-11.5310047922, -73.8144352005",120608
"-10.9139336057, -76.0209879899",120502
"-9.91121226279, -77.3170577443",21702
"-10.057731768, -77.5146889874",21704
"-10.0742219043, -77.4543415835",21706
"-10.1192145951, -77.6538170808",21708
"-10.002753297, -77.5398865055",21709
"-9.19229939585, -77.6501348105",22003
"-9.02411579051, -77.4980546167",22008
"-8.88969265855, -77.894017856",21204
"-8.86212101355, -77.3532342195",21301
"-8.78492107618, -77.2772026442",21304
"-8.89303282696, -77.3245637447",21308
"-8.40387561892, -77.9593181029",21501
"-9.51012063808, -78.3552405508",20803
"-9.25703054376, -77.1314092793",21003
"-10.3209141046, -77.2400390326",21403
"-10.5034721129, -77.2248288774",21404
"-10.379112496, -77.2144459086",21407
"-10.4156641512, -77.2284331619",21408
"-8.87759672674, -78.4011158452",21801
"-8.46775626173, -77.4435212671",21903
"-10.9658662782, -76.9718375706",150808
"-11.1458636307, -77.2338038419",150811
"-10.9501922865, -77.6041162885",150812
"-10.66939884, -76.7577218794",150901
"-10.837864359, -76.7975538678",150906
"-10.6233603003, -77.6859584962",150203
"-7.07747708863, -78.5611041364",60101
"-6.224066509, -78.7422814594",60608
"-6.25794975766, -78.8427228612",60612
"-6.4876969851, -78.2855215194",60303
"-6.4250805525, -78.7080371165",60404
"-6.45683607426, -79.3759848363",60418
"-5.30755234438, -78.8824544595",60902
"-5.38963562124, -78.9734843094",60904
"-5.10728307114, -79.180983437",60905
"-5.5646739795, -78.7426261245",60802
"-5.77018429266, -78.852553109",60801
"-5.60492696904, -78.9058564487",60805
"-5.98798890737, -78.692424665",60615
"-3.55366064722, -80.4161727295",240101
"-3.90593811565, -80.5109128934",240105
"-3.81638439307, -80.7043190415",240201
"-3.49151620454, -80.2424451452",240302
"-3.57206508895, -80.2887578092",240304
"-6.82830310912, -78.3256281293",60304
"-6.75273467315, -78.6002541397",60703
"-6.65103216318, -78.2653359849",60307
"-6.70880308546, -78.2860853237",60312
"-6.44369579651, -78.9704036419",60409
"-6.39835087767, -78.5557095355",60417
"-6.51761020088, -78.4952396402",60419
"-6.78816631091, -78.8335499813",61112
"-6.74935948216, -79.0769035273",61303
"-6.55596131696, -78.8779382644",61304
"-6.74656574241, -78.9211597453",61307
"-6.68286029989, -78.9084687402",61308
"-12.0780894556, -77.0482420569",150113
"-12.0857698775, -77.0356913423",150116
"-12.0750804611, -77.0657891347",150121
"-11.9459474278, -76.9714642367",150132
"-12.0723184628, -77.0173714881",150115
"-11.8543385226, -77.1205559213",70107
"-6.93489422614, -77.8950705087",10106
"-10.0403840107, -76.2812483543",100111
"-9.81053307867, -76.8436912232",100317
"-9.75051594502, -76.8097734319",100321
"-9.86463188694, -76.6493218971",101102
"-9.71624268525, -76.5768698941",101104
"-9.87516885426, -76.5090843395",101105
"-9.9118168783, -76.571825398",101108
"-9.61537286082, -76.1107589102",100103
"-9.57602463962, -76.6872730205",100316
"-10.2443982998, -76.4643578149",100203
"-10.1953034764, -76.2696043374",100205
"-9.8269289773, -76.6813197556",101106
"-10.218531594, -76.7555787765",101001
"-10.0354743777, -76.6563208997",101003
"-9.28893344327, -74.9668405448",100901
"-9.39440038201, -76.0310356204",100606
"-8.9144071483, -77.0007544269",100404
"-8.93244828065, -76.1778384641",100604
"-7.30260249309, -75.7697097135",160604
"-7.82211056329, -76.2741226192",220202
"-13.6115546129, -73.7478503052",30603
"-13.6358417479, -72.8716118414",30101
"-13.8606811013, -72.019423991",81003
"-13.6988093806, -72.079212895",81005
"-14.139709931, -71.7863405438",81006
"-14.3338730467, -71.6463321565",80705
"-13.6878742407, -71.5991388851",81201
"-13.6657692505, -71.700323991",81202
"-13.8931513123, -71.6724775444",80201
"-13.787630277, -71.7654018293",80206
"-13.953936742, -71.5707662654",80207
"-13.9392971423, -71.7302437007",80203
"-15.3331747649, -73.9844927281",50705
"-15.1484683027, -73.4496746812",50804
"-15.1470872855, -74.1584136811",50619
"-14.8157595986, -73.6993401989",50701
"-11.1488559118, -76.7728174877",150612
"-12.3654601692, -76.0422952569",151004
"-12.2858369844, -76.1956994681",151010
"-12.2458291618, -76.1055249298",151026
"-12.1320399131, -75.9913298953",151028
"-12.1639275955, -75.7068291596",151030
"-12.0702891545, -77.1161377264",70104
"-12.0474746014, -75.2542689107",120125
"-12.1140157981, -75.2458530644",120908
"-11.702568503, -77.0958901385",150102
"-12.0326633173, -76.8773255404",150103
"-11.9916404851, -76.7669698029",150107
"-12.1703036671, -76.9189970296",150143
"-7.50279410045, -78.9623270782",60505
"-9.15101580774, -76.8846090786",21010
"-9.3474512468, -76.9849010131",21011
"-9.46657774172, -76.9823416603",21015
"-9.19112698938, -76.931541229",21016
"-10.1738794151, -77.9186384659",21101
"-9.92103606297, -77.6647274401",21105
"-10.1139294307, -77.0315388981",20509
"-9.22352581242, -77.6448838283",20603
"-9.3610361697, -77.6324303027",20604
"-9.46607073781, -77.8515620892",20102
"-9.44132971718, -77.6038385179",20106
"-9.62185234504, -77.3716444899",20108
"-9.64574283192, -77.9103120862",20109
"-9.52096317523, -77.6939772921",20111
"-9.80042156319, -77.5676294715",20201
"-11.8691442691, -75.4313806973",120413
"-11.8384183661, -75.4376549432",120420
"-11.8387402031, -75.2817782027",120207
"-11.8212780889, -75.4806023835",120409
"-11.8386673948, -75.3785260388",120428
"-11.7958385958, -75.514276477",120434
"-11.8547698559, -74.6936127391",120135
"-11.7475124949, -75.4990280204",120424
"-11.7604504538, -75.5677471602",120415
"-11.6200665351, -75.1413624455",120205
"-11.5890550126, -75.1053399325",120209
"-11.5600321448, -75.4575212209",120427
"-11.4629467285, -74.6489923872",120603
"-11.4085687682, -75.2310701721",120419
"-11.7916004031, -74.3665985431",120606
"-11.270192423, -75.7778263808",120707
"-11.1234167312, -75.7857819665",120708
"-11.1980488959, -76.364850958",120807
"-11.7926532567, -75.4832910947",120430
"-11.7189232084, -75.4893059008",120429
"-12.6534750483, -76.6016686377",150509
"-11.8161478008, -76.3794308044",150701
"-12.1565294654, -76.4569193084",150706
"-11.5611433933, -76.4436520139",150708
"-12.0765460299, -76.7774599698",150109
"-12.2343483538, -76.8015572686",150119
"-14.9327983081, -74.545803543",50621
"-14.8836475949, -73.5296471582",50708
"-14.7782792362, -73.164268546",50703
"-14.4874502905, -74.3044063544",50611
"-14.46581922, -73.9817855372",50604
"-14.3621379192, -74.0775044353",50603
"-14.2499744492, -74.7662297625",50608
"-14.2913077379, -74.4942605191",50618
"-14.1664029525, -74.9936623792",50607
"-14.0874774228, -73.6533807659",50910
"-14.001017057, -74.559734805",50301
"-13.8509548354, -73.7526061398",50903
"-13.8062371172, -73.8674024708",51102
"-13.8043146482, -73.7672577386",50902
"-13.8120596729, -74.3034382174",50302
"-13.7443086601, -73.8879092505",51105
"-13.7160784544, -74.275716392",51008
"-13.8046585839, -74.0898406713",51001
"-13.7394384911, -73.7820669171",51103
"-13.7010217856, -73.7503468314",51107
"-13.655701443, -73.8963210615",51101
"-13.6655360038, -74.2104506966",51002
"-13.652381306, -74.6431840501",51012
"-13.7266858821, -71.8557017954",81001
"-14.5490043269, -71.8491635586",80708
"-15.3007847633, -71.0740422031",80802
"-14.1418040619, -71.4465582306",80506
"-13.7553194818, -71.6724000327",81207
"-14.9253374921, -71.3528899122",80801
"-14.757195221, -71.6353792319",80803
"-14.0553970467, -74.8922761195",90614
"-14.0115592014, -75.1519738808",90603
"-13.9060115129, -75.0572738102",90605
"-13.5548801372, -75.311746851",90604
"-14.8570348626, -75.0368859494",110301
"-15.1424220545, -75.0693434865",110304
"-14.1503922339, -75.1609356056",110405
"-14.010780416, -75.6733422537",110102
"-14.056866274, -75.700446869",110106
"-14.5107476858, -75.5152730479",110111
"-13.4972931614, -73.3885773313",30202
"-13.4153216029, -73.6506634241",30606
"-13.4751052635, -72.4455264046",80306
"-13.4846822136, -72.0936319919",80308
"-13.5109986811, -71.6311427738",81105
"-13.268722216, -71.9577770747",80401
"-13.3418924969, -72.0498099885",81303
"-13.5019173342, -72.0423001471",80103
"-13.5530041065, -71.8317561576",80107
"-12.5071220355, -72.445070203",80906
"-12.7956971357, -72.1050860429",80408
"-12.6148820707, -73.6382239156",80907
"-13.6129307698, -72.2715519904",80304
"-13.5421022252, -73.8804081439",51104
"-13.5997351281, -74.1100726767",50201
"-13.5680637691, -74.2756629009",50204
"-13.4607689167, -74.7195767064",50205
"-13.0613914799, -74.1345373999",50108
"-13.0531883864, -74.2326894319",50107
"-13.301373188, -71.4640607317",81101
"-13.402415678, -71.9153273265",80402
"-13.6397992652, -70.9126788078",81209
"-13.2721388336, -75.6885024889",90410
"-13.1536663424, -75.2913802344",90401
"-13.2147113912, -75.483404487",90407
"-13.1089468571, -75.6825043542",90408
"-13.0655212383, -74.4306677957",90310
"-13.012517299, -74.4309538479",90309
"-12.9235699923, -74.6710838969",90308
"-12.861571456, -74.5200152269",90207
"-12.8785731439, -74.6245409363",90303
"-12.8628485416, -75.0086415045",90101
"-12.8171787691, -74.8290157583",90117
"-12.8284340584, -75.1866180115",90118
"-12.7230618034, -74.7273884693",90206
"-12.7423267243, -74.5999403277",90208
"-12.6611878053, -74.6549277025",90202
"-12.6695814123, -74.979137146",90114
"-12.7040921879, -75.3712733076",90102
"-12.6272857517, -75.0136089481",90119
"-12.7077473511, -75.1392432576",90113
"-12.5532460318, -75.0802488315",90109
"-12.4963449055, -75.0135551762",90108
"-12.4637791677, -75.1317699926",90112
"-12.4014726904, -75.1829661304",90107
"-12.4136140933, -75.0889915053",90115
"-12.4513653722, -74.8516899757",90701
"-12.4441552174, -74.9061588826",90704
"-12.2215692743, -75.0262527528",90711
"-12.7114298814, -74.4974078585",90504
"-12.5691452616, -74.5261939091",90507
"-12.7878914468, -74.4100038501",90508
"-12.6073440212, -74.4002347716",90509
"-12.7173561993, -74.45471843",90506
"-13.3115867341, -76.1674329287",110206
"-13.224714009, -75.814320586",110208
"-13.0786168993, -75.7283693941",110209
"-13.4603423724, -76.1834154467",110211
"-12.1801997636, -75.100514813",120126
"-11.9288009765, -75.3517500644",120211
"-11.9374098094, -75.2863739745",120130
"-11.8822453887, -75.1661565118",120128
"-12.3142306098, -75.1912342313",120112
"-12.160532417, -75.2276761357",120136
"-12.1344100401, -75.2220665567",120121
"-12.2536887649, -75.4738053763",120909
"-12.1193467845, -75.3015957129",120906
"-12.0790510528, -75.1831548191",120107
"-12.0762533674, -75.5726811876",120214
"-12.0796255454, -75.2487673625",120905
"-6.56905877437, -77.8924768331",10521
"-6.62697256825, -78.0153739435",10503
"-6.50359392358, -77.7843966061",10109
"-6.47474539407, -78.0862817855",10514
"-6.48274351511, -77.8917562468",10519
"-6.49656478679, -77.9607965311",10511
"-6.35104432661, -77.5660897365",10606
"-6.40540738523, -77.3544311786",10609
"-6.345784379, -78.1639927721",10513
"-6.24810219648, -78.0285675775",10506
"-6.29166405892, -77.4851147873",10607
"-6.24774300433, -77.8564880125",10101
"-6.15646600272, -77.9811346338",10523
"-6.22180623098, -78.2168579927",10512
"-6.21244106241, -77.6072531741",10114
"-6.11987991057, -77.9435589526",10501
"-6.08408133588, -77.963362232",10516
"-6.0999811889, -77.5765830025",10107
"-6.0782076986, -77.7558658801",10105
"-10.863968256, -76.233232789",190112
"-10.7920364838, -76.060196118",190105
"-10.758892658, -75.7734270451",190107
"-10.6434323834, -76.1942775702",190113
"-10.4867472372, -76.4039621148",190203
"-10.4221567688, -76.2514612417",190106
"-10.4189600883, -76.4682456858",190207
"-8.42326215469, -76.8767030774",221004
"-7.0141380268, -76.8341702703",220404
"-6.99102390668, -76.6006081151",220201
"-7.44124495679, -78.1433991817",61003
"-13.9034964698, -73.1344839141",30415
"-13.9621482231, -73.6030130453",30214
"-14.5586108444, -72.9083883011",30304
"-14.517996586, -72.7501193708",30301
"-14.3402711712, -72.7866883793",30303
"-14.2240115801, -73.0876777877",30410
"-14.4359923511, -72.523126058",30305
"-14.2320039983, -72.6370454155",30711
"-14.2190058326, -72.9791216557",30306
"-14.1578089644, -73.0352162706",30302
"-14.1155992304, -73.3538551995",30402
"-13.9692352765, -73.4581996429",30217
"-13.9170708427, -72.2129156785",30501
"-13.8849874641, -73.1938205884",30411
"-13.8306652458, -72.5596704208",30703
"-13.9741942032, -72.8915213186",30103
"-13.7696234058, -73.5471996764",30205
"-7.27201892003, -78.2594776062",60110
"-7.01875225518, -78.1713104097",60310
"-7.33474923777, -78.73680482",60501
"-7.2776219755, -79.1691386554",60508
"-6.86887951212, -79.1488330551",61106
"-7.11890834474, -79.0541973457",61113
"-7.93982794211, -77.8800919802",130907
"-7.61269735008, -77.7661508999",130908
"-8.15917615126, -79.0001114886",130107
"-8.03527237777, -78.7540100772",130108
"-7.7905006552, -79.2265467078",130203
"-7.85520577485, -79.2999163774",130204
"-7.68684259537, -79.3715533691",130206
"-7.80866035006, -78.4738252897",130604
"-8.03421875915, -78.5338048967",130608
"-7.50150830184, -78.7639613663",131101
"-7.66252992227, -78.7015063143",131103
"-7.56789970669, -78.4317253374",131104
"-8.01728182699, -78.0643559547",131003
"-8.18829981293, -78.0956743263",131007
"-6.06347199659, -78.410673292",10706
"-6.00779655217, -77.9303638743",10303
"-5.94537389736, -78.0234317792",10307
"-5.95174280364, -77.8256583611",10301
"-5.91114537432, -77.9147927248",10305
"-5.59197827258, -78.4454061605",10206
"-4.16853813289, -78.3358932899",10402
"-6.81833930423, -74.1894361883",160502
"-6.20137531847, -74.4540463436",160504
"-5.64473068796, -74.8863706211",160506
"-3.36163918327, -74.2855205293",160102
"-3.86675834937, -71.3389666823",160404
"-5.32824080721, -73.8823435092",160501
"-5.99203134621, -73.9935424072",160509
"-4.99617085436, -73.6983477474",160510
"-5.24009777148, -76.8557284947",160702
"-3.67912239604, -77.3734689045",160704
"-4.27660777496, -76.6377392601",160705
"-6.39933913467, -76.3820897301",220912
"-6.84023301605, -76.3630463055",220705
"-6.83887049661, -76.5865247964",220205
"-6.70275954762, -76.2046188508",220913
"-6.58829599542, -76.2132673936",220914
"-6.42328605746, -76.8373409468",220303
"-6.49420754283, -76.369643648",220901
"-6.44375616636, -76.4725723596",220507
"-6.4340320883, -75.6668363246",220905
"-6.24280453781, -75.6382111716",220911
"-6.07868836867, -77.209895329",220801
"-6.04638888252, -77.2972963254",220803
"-5.94435715193, -77.3722452408",220804
"-5.98282040598, -77.1721679009",220806
"-5.96378246594, -77.0663736034",220106
"-5.93538675612, -77.2327670863",220809
"-5.8591884098, -77.4365073086",220802
"-12.1592795127, -76.3756797191",150711
"-11.5851826178, -76.5317035478",150712
"-11.9880608676, -76.4580386573",150715
"-11.8166491154, -76.7735595825",150716
"-11.9644709751, -76.3329899087",150718
"-11.9929248289, -76.1569898199",150720
"-12.1089447781, -76.1188549544",150721
"-11.7650407967, -76.5551227246",150724
"-11.925969792, -76.5607700617",150727
"-11.858350427, -76.6489914203",150728
"-11.8771122585, -76.4453579441",150732
"-11.6407122447, -76.6751049057",150402
"-13.0193333403, -76.1173823876",150508
"-12.897902258, -76.0704285024",150511
"-12.8298665497, -76.0140629517",150516
"-11.1872834957, -76.9608768021",150606
"-6.61470054695, -78.7905379609",61310
"-5.32434378905, -79.2151249431",60907
"-6.06024181073, -79.3047235868",140202
"-6.70893120102, -79.5857542899",140117
"-6.63533251328, -79.6828302245",140204
"-6.15523249155, -79.6135902662",140302
"-6.50615032633, -80.1790002415",140306
"-4.83843400267, -81.1072997361",200507
"-5.69470403619, -79.5612201453",200304
"-5.53519054786, -80.6410278466",200804
"-5.48207966755, -80.7743550375",200806
"-5.42651704889, -80.7428993328",200802
"-5.42463169998, -79.6050802361",200306
"-5.43705456076, -79.8277046787",200406
"-5.43862319196, -80.8745439868",200805
"-5.29589195535, -79.741242592",200407
"-14.0481568646, -75.8932385785",110112
"-14.1515535913, -75.7032582482",110113
"-14.1006818451, -75.4341522229",110114
"-14.2138564606, -75.9066563702",110101
"-14.0470631056, -76.1577528384",110505
"-16.7284305799, -70.3714155556",180102
"-16.7686536724, -70.6676286219",180103
"-16.5286762001, -70.8365561715",180207
"-16.2174614726, -70.8051568949",180210
"-16.2276085536, -70.6600162682",180211
"-17.7141282949, -71.2169898005",180301
"-17.5830360757, -71.1415317996",180302
"-17.4394508451, -71.3594362766",180303
"-17.6811648102, -70.4235652614",230105
"-18.1076693532, -70.2409451603",230110
"-17.18782902, -70.340823367",230202
"-17.3085360239, -70.3304636173",230205
"-17.3347529509, -69.9635994977",230408
"-8.12034236984, -78.3807799021",130502
"-8.14657722628, -78.5820152524",130503
"-8.26159015644, -78.4405302161",130504
"-7.39980627264, -79.5478074004",130704
"-8.31424759078, -77.2563529645",130801
"-8.19040476686, -77.2937068124",130805
"-8.03494391592, -77.5922415519",130806
"-7.46463607512, -77.688339767",130302
"-7.02610065887, -77.8058860098",130305
"-7.88841109994, -78.6989089943",130610
"-7.75449188887, -78.779191973",130613
"-8.1052642529, -78.85509025",130106
"-7.82158853462, -77.6960827397",130903
"-8.32818184837, -77.3755566732",130813
"-7.68491409966, -77.9416838945",130905
"-10.3734950996, -71.5823157048",250401
"-8.89860998311, -75.6259548211",250301
"-8.41737993718, -75.297112896",250303
"-8.24848101259, -74.6566903576",250105
"-7.40608244471, -78.0597912649",61005
"-6.98522041196, -78.4029203885",60105
"-7.05929467094, -78.061343641",60308
"-6.93421575382, -78.2971832825",60309
"-12.1926462918, -77.0059862868",150108
"-11.7740854362, -75.491137534",120401
"-17.0980028517, -71.8294183428",40703
"-15.6400945836, -71.5501476801",40501
"-15.1516894374, -71.7966151105",40505
"-15.3249820755, -73.2453333076",40808
"-15.8291785496, -73.3318178743",40301
"-15.6892008654, -74.3036795322",40304
"-15.7695009658, -74.1897429883",40307
"-15.5557413578, -74.0628268095",40309
"-4.89957308015, -81.0300369215",200503
"-16.3566601267, -69.2882221842",210406
"-16.2398956117, -70.1584592928",210111
"-15.9809689175, -69.8602637745",210112
"-14.124513803, -75.6758085427",110107
"-12.860810717, -74.2744318942",50405
"-12.7646248054, -73.789299903",50507
"-12.4444380456, -74.0825440591",50408
"-12.8602985341, -73.7207426521",50509
"-13.6003781244, -71.5057630386",81205
"-13.4925399205, -71.9876227864",80101
"-13.5897163221, -75.1762618212",90616
"-14.1027799125, -72.5320377049",30714
"-13.9688785608, -72.6498192775",30702
"-13.9664909369, -72.4958242012",30704
"-3.8291591075, -72.8563333859",160104
"-3.56836706822, -72.5289215555",160105
"-2.09911988462, -74.4071350359",160107
"-5.29686019893, -76.2049797637",160205
"-5.98771172807, -75.8220446506",160211
"-3.53867544252, -73.4544452975",160108
"-4.14906484373, -73.6658988071",160113
"-3.27440541605, -76.6724137761",160706
"-5.63634222274, -78.8495901597",60806
"-17.3328756257, -70.2568195786",230206
"-17.3770325, -69.7513555512",230401
"-17.6125213409, -70.1138482397",230404
"-17.3945685597, -70.1533889881",230405
"-17.2245656965, -70.0466772332",230406
"-7.22852728867, -79.3538432032",130401
"-7.19224720736, -79.5862904099",130403
"-9.73783260242, -77.3922846868",21710
"-8.08242952685, -79.0214094749",130103
"-6.07089704871, -78.768291558",60606
"-13.6568631112, -73.0283086966",30204
"-12.0485799229, -70.2845917498",170101
"-11.8504040027, -71.6346626515",170202
"-13.6433682306, -69.8974819826",210304
"-13.7784290483, -69.6074327792",211203
"-13.5486344946, -69.1479904882",211210
"-13.5010841914, -70.2435379716",210303
"-13.5240516446, -70.3948706258",210309
"-12.5842703315, -75.8459805486",151011
"-13.1719373097, -76.2575670024",150501
"-6.86348243662, -79.7941928799",140113
"-15.0147132382, -72.2891387826",40603
"-15.5345118479, -72.9457381239",40604
"-15.8808797549, -73.1266316817",40606
"-5.12578402901, -79.8756180388",200408
"-15.5574656667, -70.0879014815",211104
"-15.0008608796, -69.6446092148",210604
"-6.45523417683, -77.4584164433",10610
"-6.31429722169, -77.8645537628",10111
"-10.4788313272, -76.3232547042",190206
"-10.6233129068, -75.5063392448",190302
"-10.2343589434, -75.2761411859",190304
"-10.5742522515, -75.7854876405",190102
"-13.8092551152, -73.3239637109",30220
"-8.01473867198, -78.2511132174",131006
"-11.5503470618, -76.8438184378",150403
"-11.4405029442, -76.6629385933",150406
"-11.6710382041, -76.8431480943",150407
"-7.99323972716, -77.5098471601",130808
"-7.8936784684, -77.4874498136",130810
"-8.42706602853, -77.371474161",130811
"-8.2794410507, -77.4331606857",130812
"-5.52432929313, -77.8605490277",10312
"-6.01199768484, -78.523367636",10707
"-15.4850465709, -72.3768176137",40402
"-15.4141378291, -72.0687548294",40406
"-12.010572951, -76.9355515652",150144
"-9.0595888, -75.6358883", 250307
"-8.9788611111, -75.44525", 250306
"-12.323649, -73.9403782", 80918
"-12.6386111111, -73.2038888888", 80915
"-12.7922921, -73.6223687", 80917
"-12.9324732, -73.5316443", 50512
"-8.3475632, -76.3873306", 221006
"-12.8079291, -73.6037327", 80916
"-12.8248664, -73.5920329", 50513